model,lr,bs,epochs,dp,nmul,nmicro,l2,eps,tr_acc,tr_loss,val_acc,val_loss
0,0.1,250,35,TRUE,0.01,5,1,38092141.341033384,0.7438600063323975,0.7422987222671509,0.6628999710083008,0.970788300037384
0,0.1,250,36,TRUE,0.01,5,1,39180485.04282698,0.7503399848937988,0.726594090461731,0.6517999768257141,0.9906448125839233
0,0.1,250,37,TRUE,0.01,5,1,40268828.74462058,0.7520599961280823,0.7191953063011169,0.6740999817848206,0.9565914273262024
0,0.1,250,38,TRUE,0.01,5,1,41357172.44641417,0.7584800124168396,0.7041868567466736,0.6729999780654907,0.970778226852417
0,0.1,250,39,TRUE,0.01,5,1,42445516.14820776,0.7610399723052979,0.6954389810562134,0.6771000027656555,0.9593557715415955
0,0.1,250,40,TRUE,0.01,5,1,43533859.85000136,0.7650799751281738,0.6832186579704285,0.6714000105857849,0.9744600057601929
0,0.1,250,41,TRUE,0.01,5,1,44622203.55179495,0.7699400186538696,0.6704630255699158,0.6650000214576721,0.9857465028762817
0,0.1,250,42,TRUE,0.01,5,1,45710547.25358855,0.7744200229644775,0.6577603816986084,0.6682000160217285,0.9846867918968201
0,0.1,250,43,TRUE,0.01,5,1,46798890.95538214,0.7772200107574463,0.646385669708252,0.6694999933242798,0.9806832075119019
0,0.1,250,44,TRUE,0.01,5,1,47887234.657175735,0.7825599908828735,0.6369300484657288,0.6797999739646912,0.9644172787666321
0,0.1,250,45,TRUE,0.01,5,1,48975578.35896933,0.7872599959373474,0.6252139806747437,0.6794000267982483,0.9675294756889343
0,0.1,250,46,TRUE,0.01,5,1,50063922.06076293,0.7923600077629089,0.6126032471656799,0.6823999881744385,0.97106170654296875
0,0.1,250,47,TRUE,0.01,5,1,51152265.762556516,0.792900025844574,0.6070826053619385,0.6739000082015991,0.9768735766410828
0,0.1,250,48,TRUE,0.01,5,1,52240609.46435011,0.7966799736022949,0.5935039520263672,0.6830999851226807,0.9726964235305786
0,0.1,250,49,TRUE,0.01,5,1,53328953.16614371,0.8003799915313721,0.5844278931617737,0.6758000254631042,0.978262722492218
0,0.1,250,50,TRUE,0.01,5,1,54417296.867937304,0.8061400055885315,0.5733520984649658,0.6823999881744385,0.9763734936714172
0,0.1,250,51,TRUE,0.01,5,1,55505640.56973089,0.8096399903297424,0.5619298219680786,0.6776000261306763,0.9963976740837097
0,0.1,250,52,TRUE,0.01,5,1,56593984.27152449,0.8112199902534485,0.5553137063980103,0.6855000257492065,0.9729862809181213
0,0.1,250,53,TRUE,0.01,5,1,57682327.973318085,0.8153799772262573,0.5437636971473694,0.6754000186920166,1.0127564668655396
0,0.1,250,54,TRUE,0.01,5,1,58770671.67511168,0.8189399838447571,0.5326714515686035,0.6790000200271606,1.0086294412612915
0,0.1,250,55,TRUE,0.01,5,1,59859015.37690527,0.8225200176239014,0.5228577256202698,0.6801000237464905,1.0176504850387573
0,0.1,250,56,TRUE,0.01,5,1,60947359.078698866,0.8280400037765503,0.511254072189331,0.6722000241279602,1.019266128540039
0,0.1,250,57,TRUE,0.01,5,1,62035702.78049246,0.830020010471344,0.5053567886352539,0.6775000095367432,1.0139950513839722
0,0.1,250,58,TRUE,0.01,5,1,63124046.48228606,0.8332599997520447,0.49379783868789673,0.6859999895095825,0.9992378950119019
0,0.1,250,59,TRUE,0.01,5,1,64212390.18407965,0.8385999798774719,0.4823668301105499,0.6816999912261963,1.0190539360046387
0,0.1,250,60,TRUE,0.01,5,1,65300733.88587324,0.841759979724884,0.4766344726085663,0.6841999888420105,1.0190207958221436
0,0.1,250,61,TRUE,0.01,5,1,66389077.58766684,0.8426399827003479,0.4663749635219574,0.671999990940094,1.0680533647537231
0,0.1,250,62,TRUE,0.01,5,1,67477421.28946042,0.8460400104522705,0.45840510725975037,0.6782000064849854,1.0282882452011108
0,0.1,250,63,TRUE,0.01,5,1,68565764.99125402,0.8486199975013733,0.45064252614974976,0.6815000176429749,1.052240252494812
0,0.1,250,64,TRUE,0.01,5,1,69654108.69304761,0.8543199896812439,0.43519091606140137,0.6722999811172485,1.0823501348495483
0,0.1,250,65,TRUE,0.01,5,1,70742452.39484121,0.8542400002479553,0.430019348859787,0.677299976348877,1.055698275566101
0,0.1,250,66,TRUE,0.01,5,1,71830796.0966348,0.8578000068664551,0.4222218096256256,0.6779000163078308,1.079019546508789
0,0.1,250,67,TRUE,0.01,5,1,72919139.7984284,0.8623999953269958,0.41171035170555115,0.6689000129699707,1.1066906452178955
0,0.1,250,68,TRUE,0.01,5,1,74007483.500222,0.8654599785804749,0.4025937616825104,0.6802999973297119,1.1018632650375366
0,0.1,250,69,TRUE,0.01,5,1,75095827.20201558,0.8687599897384644,0.3957430124282837,0.6772000193595886,1.0874987840652466
0,0.1,250,70,TRUE,0.01,5,1,76184170.90380917,0.8714600205421448,0.38920503854751587,0.6729999780654907,1.1272773742675781
0,0.1,250,71,TRUE,0.01,5,1,77272514.60560277,0.8733199834823608,0.3797873556613922,0.6773999929428101,1.1097644567489624
0,0.1,250,72,TRUE,0.01,5,1,78360858.30739637,0.8759400248527527,0.37288132309913635,0.6729999780654907,1.121475338935852
0,0.1,250,73,TRUE,0.01,5,1,79449202.00918996,0.8812199831008911,0.36219656467437744,0.6643000245094299,1.160627007484436
0,0.1,250,74,TRUE,0.01,5,1,80537545.71098356,0.8834999799728394,0.3537011742591858,0.6764000058174133,1.168425440788269
0,0.1,250,75,TRUE,0.01,5,1,81625889.41277716,0.8863999843597412,0.3439946472644806,0.6736999750137329,1.1687930822372437
0,0.1,250,76,TRUE,0.01,5,1,82714233.11457075,0.8887199759483337,0.33608123660087585,0.6714000105857849,1.1505153179168701
0,0.1,250,77,TRUE,0.01,5,1,83802576.81636433,0.8919000029563904,0.3320308029651642,0.6708999872207642,1.1844277381896973
0,0.1,250,78,TRUE,0.01,5,1,84890920.51815793,0.89608001708984375,0.3201931118965149,0.6751999855041504,1.1843314170837402
0,0.1,250,79,TRUE,0.01,5,1,85979264.21995153,0.8963599801063538,0.31682929396629333,0.6764000058174133,1.1866215467453003
0,0.1,250,80,TRUE,0.01,5,1,87067607.92174512,0.8984400033950806,0.3105844259262085,0.6662999987602234,1.2312312126159668
0,0.1,250,81,TRUE,0.01,5,1,88155951.62353872,0.902999997138977,0.2985885441303253,0.6621000170707703,1.2521040439605713
0,0.1,250,82,TRUE,0.01,5,1,89244295.32533231,0.9031999707221985,0.2954927384853363,0.6725999712944031,1.2292633056640625
0,0.1,250,83,TRUE,0.01,5,1,90332639.02712591,0.9079599976539612,0.2851775288581848,0.6657999753952026,1.296463966369629
0,0.1,250,84,TRUE,0.01,5,1,91420982.7289195,0.9094600081443787,0.2806234061717987,0.6628000140190125,1.2881536483764648
0,0.1,250,85,TRUE,0.01,5,1,92509326.43071309,0.9125199913978577,0.27143967151641846,0.6704999804496765,1.2789474725723267
0,0.1,250,86,TRUE,0.01,5,1,93597670.13250668,0.9143800139427185,0.2648474872112274,0.6771000027656555,1.2638579607009888
0,0.1,250,87,TRUE,0.01,5,1,94686013.83430028,0.9190599918365479,0.25645124912261963,0.6676999926567078,1.3178577423095703
0,0.1,250,88,TRUE,0.01,5,1,95774357.53609388,0.9206399917602539,0.25132861733436584,0.6686999797821045,1.3216865062713623
0,0.1,250,89,TRUE,0.01,5,1,96862701.23788747,0.9204800128936768,0.2473224401473999,0.6625999808311462,1.3495715856552124
0,0.1,250,90,TRUE,0.01,5,1,97951044.93968107,0.9254199862480164,0.2383347600698471,0.6668999791145325,1.3405293226242065
0,0.1,250,91,TRUE,0.01,5,1,99039388.64147466,0.9262199997901917,0.23405511677265167,0.6699000000953674,1.365372657775879
0,0.1,250,92,TRUE,0.01,5,1,100127732.34326826,0.9281399846076965,0.22604690492153168,0.6682000160217285,1.3616353273391724
0,0.1,250,93,TRUE,0.01,5,1,101216076.04506184,0.9310200214385986,0.2189459651708603,0.6708999872207642,1.3779808282852173
0,0.1,250,94,TRUE,0.01,5,1,102304419.74685544,0.9322199821472168,0.2151874452829361,0.659500002861023,1.430528998374939
0,0.1,250,95,TRUE,0.01,5,1,103392763.44864903,0.9345600008964539,0.21077774465084076,0.6604999899864197,1.4346667528152466
0,0.1,250,96,TRUE,0.01,5,1,104481107.15044263,0.9366999864578247,0.20220687985420227,0.6646000146865845,1.4378652572631836
0,0.1,250,97,TRUE,0.01,5,1,105569450.85223623,0.9396799802780151,0.1965431421995163,0.6624000072479248,1.4922395944595337
0,0.1,250,98,TRUE,0.01,5,1,106657794.55402982,0.9412599802017212,0.18910518288612366,0.6621000170707703,1.4742783308029175
0,0.1,250,99,TRUE,0.01,5,1,107746138.25582342,0.9430800080299377,0.18462370336055756,0.6632000207901001,1.4928580522537231
0,0.1,250,100,TRUE,0.01,5,1,108834481.95761701,0.9444199800491333,0.17826023697853088,0.6624000072479248,1.5061392784118652
1,0.1,250,1,FALSE,NA,NA,NA,NA,0.20350000262260437,2.1610469818115234,0.27959999442100525,2.0162954330444336
1,0.1,250,2,FALSE,NA,NA,NA,NA,0.325439989566803,1.8841183185577393,0.3962000012397766,1.6804884672164917
1,0.1,250,3,FALSE,NA,NA,NA,NA,0.4068799912929535,1.661266565322876,0.44690001010894775,1.5346696376800537
1,0.1,250,4,FALSE,NA,NA,NA,NA,0.4667400121688843,1.4988038539886475,0.4799000024795532,1.4344263076782227
1,0.1,250,5,FALSE,NA,NA,NA,NA,0.5029000043869019,1.397989273071289,0.5192999839782715,1.3386715650558472
1,0.1,250,6,FALSE,NA,NA,NA,NA,0.5347399711608887,1.3152419328689575,0.5550000071525574,1.2373583316802979
1,0.1,250,7,FALSE,NA,NA,NA,NA,0.5620200037956238,1.2375092506408691,0.5813000202178955,1.1938951015472412
1,0.1,250,8,FALSE,NA,NA,NA,NA,0.5860199928283691,1.171270489692688,0.5849000215530396,1.1542503833770752
1,0.1,250,9,FALSE,NA,NA,NA,NA,0.602620005607605,1.1281384229660034,0.5806999802589417,1.1904469728469849
1,0.1,250,10,FALSE,NA,NA,NA,NA,0.6239200234413147,1.0715224742889404,0.6233999729156494,1.0802935361862183
1,0.1,250,11,FALSE,NA,NA,NA,NA,0.6428800225257874,1.0195413827896118,0.597100019454956,1.1428152322769165
1,0.1,250,12,FALSE,NA,NA,NA,NA,0.6588199734687805,0.9785605669021606,0.6233999729156494,1.07980215549469
1,0.1,250,13,FALSE,NA,NA,NA,NA,0.6703799962997437,0.9416256546974182,0.64410001039505,1.020372986793518
1,0.1,250,14,FALSE,NA,NA,NA,NA,0.6876800060272217,0.8972349762916565,0.6492000222206116,1.010315179824829
1,0.1,250,15,FALSE,NA,NA,NA,NA,0.7006999850273132,0.8617241978645325,0.6690999865531921,0.9457195401191711
1,0.1,250,16,FALSE,NA,NA,NA,NA,0.7109400033950806,0.8251579403877258,0.6521000266075134,1.000463604927063
1,0.1,250,17,FALSE,NA,NA,NA,NA,0.7225199937820435,0.7938774824142456,0.6814000010490417,0.9300487041473389
1,0.1,250,18,FALSE,NA,NA,NA,NA,0.7306399941444397,0.7707597017288208,0.6794999837875366,0.9251465797424316
1,0.1,250,19,FALSE,NA,NA,NA,NA,0.7415199875831604,0.7422628998756409,0.6866000294685364,0.9229407906532288
1,0.1,250,20,FALSE,NA,NA,NA,NA,0.7519999742507935,0.7090665698051453,0.6779999732971191,0.9565149545669556
